Title,IMDB ID,Date of release,Genre1,Genre2,Genre3,Language,Actor1,Actor2,Actor3,Crew1,Crew2,Crew3,Plot summary,IMDB rating,IMDB votes,IMDB URL
Kabhi Khushi Kabhie Gham...,0248126,2001,Drama,Musical,Romance,Hindi,Amitabh Bachchan,Jaya Bachchan,Shah Rukh Khan,Kedar Jagnam,Mohammed Kasim,Suzanne Kay,"Yashvardhan Raichand lives a very wealthy lifestyle along with his wife, Nandini, and two sons, Rahul and Rohan. While Rahul has been adopted, Yashvardhan and Nandini treat him as their own. When their sons mature, they start to look for suitable brides for Rahul, and decide to get him married to a young woman named Naina. When Rahul is told about this, he tells them that he loves another woman by the name of Anjali Sharma. Yashvardhan decides to meet with the Sharma family, and finds out that they are middle-classed, unsophisticated, and will not be able to it into his family circle, as a result he refuses to permit Rahul to marry Anjali. A defiant Rahul decides to leave, gets married to Anjali, without his foster parents blessings, and re-locates to London, England, where Anjali's unmarried sister, Pooja, also lives. Rohan, who was studying in a hostel, returns home to find that Rahul is no longer living with them, and he also discovers that while outwardly his dad is not interested in seeing Rahul get back, Nandini wants the family back all together for all happy and sad moments. Rohan also misses Rahul a lot, and decides to travel to London in order to try and get Rahul to return home. Yashvardhan, is unable to prevent this, and as a result Rohan does travel to London, meets with Rahul, Anjali, and Pooja. The question remains will the hurt and sorrow that Rahul experienced with his foster parents be erased and enable the family to be reunited, or will Rahul forget about the past, and continue to live his life without getting back to his roots and the family who brought him up, leaving Rohan to return alone?",7.4,46945,https://www.imdb.com/title/tt0248126/
Dhoom 3,1833673,2013,Action,Crime,Thriller,Hindi,Aamir Khan,Abhishek Bachchan,Katrina Kaif,Emily G. Carter,Frank Coronado,Jennifer Herrig,"The favourite Indian action franchise is back. This time Jai Dixit (Abhishek Bachchan) and Ali (Uday Chopra) return to match their wits with the enigmatic clown thief, Sahir (Aamir Khan), who has the city of Chicago in his thrall. In this battle of revenge and dignity, the lines blur and the conventional definition of good and bad don't apply. Watch a spectacle that will thrill you and move you.",5.4,44415,https://www.imdb.com/title/tt1833673/
Rab Ne Bana Di Jodi,1182937,2008,Comedy,Drama,Music,Hindi,Shah Rukh Khan,Anushka Sharma,Vinay Pathak,Amit Lad,Sharad Lad,Isha Mahajan,"Have you ever stopped to think if the most ordinary, uninteresting, unobtrusive man you might see on the road or around you might have a love story to tell? Maybe not. How can an ordinary man have a breathtaking, goose flesh igniting, awe inspiring love story of all things to tell? This is what happened to Surinder Sahni (Shahrukh Khan) - a simple, clean hearted, honest man, leading a humdrum life, when he meets his total opposite and finds love in the flamboyant, fun-loving, vivacious - Taani (Anushka Sharma) for whom the whole world is her canvas and she paints her own life with the colours of rainbow all until unforeseen circumstances changes it all and brings them together. What follows is a journey filled with laughter, tears, joy, pain, music, dance and a lot of love. A journey that makes us believe that there is an extraordinary love story in every ordinary jodi (couple).",7.2,45712,https://www.imdb.com/title/tt1182937/
The Fan,0116277,1996,Action,Drama,Sport,English,Robert De Niro,Wesley Snipes,Ellen Barkin,Mike Blaze,Rick Chavez,Stan Cockerell,"Three-times MVP baseball player Bobby Rayburn joins the San Francisco Giants, and obsessive fan, whose profession is selling hunting knives, Gil Renard is excited over that. But Rayburn plays the worst season of his career and Renard tries to do everything to help him, but goes too far.",5.9,47303,https://www.imdb.com/title/tt0116277/
Udaan,1639426,2010,Drama,NA,NA,Hindi,Rajat Barmecha,Ronit Roy,Manjot Singh,NA,NA,NA,"After being abandoned for eight straight years in boarding school, Rohan returns to the small industrial town of Jamshedpur and finds himself closeted with an authoritarian father and a younger half brother who he didn't even know existed. Forced to work in his father's steel factory and study engineering against his wishes, he strives to forge his own life out of his given circumstances and pursue his dream of being a writer.",8.2,43769,https://www.imdb.com/title/tt1639426/
"Carry On, Munna Bhai",0456144,2006,Comedy,Drama,Romance,Hindi,Sanjay Dutt,Arshad Warsi,Vidya Balan,Abhijit Khatu,Mitali Mahajan,Prashant Vichare,"A hilarious underworld gangster known as Munna Bhai falls comically in love with a radio host by the name of Jahnvi, who runs an elders' home, which is taken over by an unscrupulous builder, who gets the residents kicked out ironically with the help of Munna's sidekick, Circuit, while Munna is busy romancing Jahnvi elsewhere. Munna, who is now masquerading as a Professor specializing in the life of Mahatma Gandhi, must now battle his very own forces and the builder - but he has one ally on his side - none other than the great man - Mahatma Gandhi himself. Only trouble is that Munna may have problems convincing everyone about this presence - as he is apparently is the only one who can see and hear him.",8.0,44986,https://www.imdb.com/title/tt0456144/
Vishwaroopam,2199711,2013,Action,Thriller,NA,Tamil,Kamal Haasan,Rahul Bose,Shekhar Kapur,Srinivas Achary,Vivek Mandrekar,Sorayuk Mookleemas,"Vishwanathan, a Kathak dance teacher in New York, is in a rather happy marriage with Nirupama who is a nuclear oncologist. She hires a detective to keep a watch on her husband, who apparently ends up in a wrong place that reveals Vishwanathan's true identity.",8.1,39371,https://www.imdb.com/title/tt2199711/
Raees,3405236,2017,Action,Crime,Drama,Hindi,Raj Arjun,Shubham Chintamani,Shubham Tukaram,Sweta Gupta,Shraddha Herekar,Ajeet Parashar,"The film is set in the early 80's and 90's in Gujarat. The fictitious story of a man who builds an empire in the state of Gujarat, the only state that still follows prohibition. It's a story about his rise and his relationships, which help him become the single most powerful man in the state.",6.8,42166,https://www.imdb.com/title/tt3405236/
Talaash,1787988,2012,Crime,Drama,Mystery,Hindi,Aamir Khan,Kareena Kapoor,Nawazuddin Siddiqui,Dhara Jain,Tejass Korya,Arvind Ashok Kumar,"Seeing reflections of Mumbai under the red light, Talaash is a tale of love lost, fatal attraction and above all the quest to solve a perfect crime. Suspense at its core, Talaash explores Mumbai's underbelly like never before. Aamir Khan plays an investigation officer, Inspector Shekhawat who receives a phone call early in the morning informing him about death and an accident and how everything starts to unfold from there. The case turns into a life altering chase for Inspector Shekhawat when he is forced to reel under the repercussions of a broken married life with his wife Roshni played by Rani Mukherji and come face to face with his suppressed grief. Being on his investigational quest and fighting it out with personal struggle, Inspector Shekhawat meets a sex worker Rosie played by Kareena Kapoor who further adds shades of mystery to the puzzle. What looks like a simple car accident investigation turns into a haunting mystery as further investigations show many anomalies stringed to the death of the victim.",7.2,40799,https://www.imdb.com/title/tt1787988/
Vicky Donor,2317337,2012,Comedy,Romance,NA,Hindi,Ayushmann Khurrana,Yami Gautam,Annu Kapoor,NA,NA,NA,"Dr. Baldev Chaddha (Anu Kapoor), a well qualified fertility expert, runs a fertility clinic and a sperm bank in Dariyaganj, New Delhi, that guarantees a high quality and specialized sperm for the purpose. Unfortunately he has more failed cases to his credit than successes. A healthy, high performing donor is the need of the hour. Vicky Arora (Ayushmann Khurrana), a young, good-looking, Punjabi boy from Lajpat Nagar, is the only son and of no financial support to Dolly, a widow, who runs a small beauty parlor from home. As luck would have it, a small brawl in the colony brings Dr Chaddha and Vicky, face to face, where Chaddha, concludes that Vicky could be THAT donor he has been looking for. From here on, Chaddha's days and nights are spent in convincing Vicky to become a donor till he finally gives in. Vicky finds his love interest in Ashima Roy (Yami Gautam), a pretty Bengali girl, who works in a Bank. But soon there hunky dory world comes crashing down because of Vicky's past as a donor. With a brief emotional roller coaster ride, Vicky Donor is a light-hearted take on the subject of sperm donation.",7.8,41294,https://www.imdb.com/title/tt2317337/
Ra.One,1562871,2011,Action,Adventure,Sci-Fi,Hindi,Shah Rukh Khan,Arjun Rampal,Kareena Kapoor,Srinivas Achary,Ben Bagley,Caroline Barclay,"Following his son's suggestion, Shekhar designs an action game where the antagonist is more powerful than the protagonist. The player has to fight in the first two levels to reach the third one where whoever fires the bullet first wins. The game is well-received on its opening night, but things go wrong when Prateek stops playing and quits the game in between, only to invite the wrath of Ra.One, the game's villain who uses an advanced technology to take on physical form. He wants to destroy Prateek, something only the game's protagonist, G.One, can prevent from happening.",4.7,39656,https://www.imdb.com/title/tt1562871/
Om Shanti Om,1024943,2007,Action,Comedy,Drama,Hindi,Shah Rukh Khan,Arjun Rampal,Kirron Kher,Shazia Iqbal,Santosh Kotkar,Twisha Pal,"Om Prakash Makhija is a Junior Artist in the 1970's hindi film industry, who is in love with actress Shantipriya. Om rescues Shanti from a fire scene where the fire has escaped control, and they become friends. His hopes seems to be coming true, but shortly thereafter he finds out that she is married to a film producer, Mukesh Mehra, and is expecting his child. He then watches in horror as Mukesh, after luring her in an abandoned studio, sets it on fire to prevent a financial loss and protect his career. Om attempts to rescue her in vain, and he eventually is killed. 30 years later, Om has reincarnated as the only son of a Bollywood actor, Rajesh Kapoor, and is himself an actor. His memories start to return when he meets with his widowed mother, Bela, from his previous birth. He also meets with Mukesh and together they decide to make a movie 'Om Shanti Om'. Om then hires a look-alike of Shantipriya, and hopes to force a confession out of Mukesh - but things go awry and Om finds his life endangered once again.",6.7,40864,https://www.imdb.com/title/tt1024943/
